ID,Name,Nationality,Overall,Potential,Club
230561,J. Grot,Netherlands,66,77,Leeds United
231841,M. Prévot,France,66,78,FC Sochaux-Montbéliard
240289,Calero,Spain,66,75,Real Valladolid
189345,D. Peitz,Germany,66,66,Holstein Kiel
193697,V. Jovanović,Bosnia Herzegovina,66,66,Termalica Bruk-Bet Nieciecza
213922,D. Erdmann,Germany,66,67,1. FC Magdeburg
19874,D. Whitehead,England,66,66,Huddersfield Town
235938,S. Gorga,Uruguay,66,74,Chacarita Juniors
240034,L. Štetina,Slovakia,66,70,Sparta Praha
184482,J. Karacan,Turkey,66,66,Bolton Wanderers
198051,B. Zemanski,United States,66,66,Portland Timbers
227235,K. Kerschbaumer,Austria,66,71,DSC Arminia Bielefeld
229539,E. Montagna,Argentina,66,73,Temperley
181411,Marcelinho,Bulgaria,66,66,
186531,C. Myers,United States,66,66,Portland Timbers
193443,T. Coremans,Netherlands,66,69,ADO Den Haag
202404,Daniel Amora,Brazil,66,66,Al Raed
208036,L. Thürauer,Austria,66,66,SKN St. Pölten
226468,A. Favilli,Italy,66,77,Ascoli
232356,Park Tae Hong,Korea Republic,66,68,Daegu FC
232612,K. Yonekura,Japan,66,66,Gamba Osaka
193956,B. Pringle,England,66,66,Preston North End
202661,D. Boysen,Denmark,66,67,Lyngby BK
211365,E. Hestad,Norway,66,73,Molde FK
221605,A. Jeremejeff,Sweden,66,72,Malmö FF
164773,S. Smith,Scotland,66,66,Kilmarnock
184229,J. Thomassen,Norway,66,66,Sarpsborg 08 FF
199590,K. Ramsteijn,Netherlands,66,69,Aalesunds FK
221350,T. Ambrose,France,66,77,NAC Breda
229286,T. Skarke,Germany,66,73,1. FC Heidenheim
236198,Luis Marleiro,Brazil,66,66,Vitória 
182694,J. Mattock,England,66,67,Rotherham United
229543,D. Kiki,Benin,66,72,Stade Brestois 29
237223,J. Gressel,Germany,66,74,Atlanta United FC
231848,Q. Boisgard,France,66,81,Toulouse FC
235944,Brais Méndez,Spain,66,79,RC Celta de Vigo
186536,B. Shea,United States,66,66,Vancouver Whitecaps FC
206249,N. Hasler,Liechtenstein,66,69,Toronto FC
209833,Tià Sastre,Spain,66,74,RC Celta de Vigo
237481,M. Van Heerden,South Africa,66,66,Orlando Pirates
204458,A. Oshilaja,England,66,73,AFC Wimbledon
232874,S. Yamamoto,Japan,66,66,Kashima Antlers
190122,P. Coutts,Scotland,66,66,Sheffield United
222123,A. Long,United States,66,73,New York Red Bulls
223147,J. Biada,Germany,66,71,Eintracht Braunschweig
160171,E. Franquez,Chile,66,66,Curicó Unido
191915,Lim Jong Eun,Korea Republic,66,67,Jeonbuk Hyundai Motors
193195,N. Ben Khalifa,Switzerland,66,69,FC St. Gallen
134828,K. Broadfoot,Scotland,66,66,Kilmarnock
189868,M. Marshall,Jamaica,66,66,Charlton Athletic
211373,N. Mohammed,Ghana,66,74,BK Häcken
214445,D. López,Colombia,66,71,Jaguares Fútbol Club
163757,J. Walsh,Wales,66,73,Milton Keynes Dons
237997,U. Antuna,Mexico,66,79,FC Groningen
159918,R. Matisano,Chile,66,66,Club de Deportes Temuco
191662,Kim Sung Hwan,Korea Republic,66,66,Ulsan Hyundai Horang-i
198063,Onwu,Spain,66,66,Lorca Deportiva CF
205999,M. Rutten,Netherlands,66,70,VVV-Venlo
209071,Y. Al Nakhli,Saudi Arabia,66,67,Al Ittihad
216751,D. Bejarano,Bolivia,66,69,
222895,Leo Pereira,Brazil,66,70,Orlando City Soccer Club
225455,V. Dávila,Chile,66,73,Necaxa
234927,R. Edwards,Canada,66,78,Toronto FC
241071,Moreto Cassamá,Portugal,66,81,FC Porto
192431,Mario Ortíz,Spain,66,67,C.D. Leonesa S.A.D.
231856,Álvaro Tejero,Spain,66,78,Real Madrid CF
192688,A. Papazoglou,Greece,66,66,Aalesunds FK
200369,O. Halvorsen,Norway,66,66,Sarpsborg 08 FF
144050,A. Bunjaku,Kosovo,66,66,FC Erzgebirge Aue
159922,L. Gonzaloz,Chile,66,66,Club de Deportes Temuco
163762,K. Keane,Republic of Ireland,66,66,Rochdale
234418,P. Kurzweg,Germany,66,70,1. FC Union Berlin
191154,T. Sana,Sweden,66,66,Aarhus GF
216755,Abner,Brazil,66,78,Estoril Praia
224435,E. Tellechea,Uruguay,66,66,Bahía Blanca
160179,H. Sendiero,Chile,66,66,Santiago Wanderers
234163,K. Staude,Germany,66,75,DSC Arminia Bielefeld
193715,A. Tahar,Algeria,66,66,Boavista FC
204212,A. Bourceanu,Romania,66,66,Arsenal Tula
209844,M. Bouziane,France,66,66,Hansa Rostock
221620,M. Hairston,United States,66,69,Colorado Rapids
233140,R. Harakawa,Japan,66,71,Sagan Tosu
238004,A. Guðmundsson,Iceland,66,75,PSV
220085,G. Waldschmidt,Germany,66,76,Hamburger SV
234933,A. Sedlar,Serbia,66,69,Piast Gliwice
191669,Jeong Hyuk,Korea Republic,66,66,Jeonbuk Hyundai Motors
208566,Antonio Martínez,Spain,66,68,C.D. Leonesa S.A.D.
215990,O. Benítez,Argentina,66,70,Gimnasia y Esgrima La Plata
221622,C. Dean,United States,66,70,Chicago Fire Soccer Club
222134,T. Hamed,Egypt,66,67,
158902,D. Fox,Scotland,66,66,Nottingham Forest
234678,J. Mæhle,Denmark,66,75,KRC Genk
237750,K. Tokura,Japan,66,66,Hokkaido Consadole Sapporo
240054,S. Alami,Morocco,66,71,Paris FC
189110,P. Hanlon,Scotland,66,68,Hibernian
204727,H. Dahmani,Germany,66,66,SC Fortuna Köln
232375,T. Umesaki,Japan,66,66,Urawa Red Diamonds
238263,F. Knudsen,Norway,66,78,FK Haugesund
192695,N. Thompson,England,66,67,Portsmouth
203704,I. Salah,Egypt,66,66,
214200,J. Zuluaga,Colombia,66,72,Jaguares Fútbol Club
215480,A. Boljević,Montenegro,66,74,Waasland-Beveren
232120,S. Moore,United States,66,76,Levante UD
238008,J. Elliott,England,66,72,Philadelphia Union
179896,M. Ranégie,Sweden,66,66,BK Häcken
188856,C. Klem,Austria,66,69,Wolfsberger AC
198073,A. Martin,England,66,67,Oxford United
215993,D. Miloc,Argentina,66,70,Atlético Tucumán
219833,J. Nadeau,France,66,74,Hansa Rostock
222393,J. Cano,Colombia,66,66,La Equidad
166841,N. Adams,Wales,66,66,Carlisle United
233401,A. Sigurðarson,Iceland,66,73,Tromsø IL
184249,L. Van Eenoo,Belgium,66,68,KV Kortrijk
1210,M. Donati,Italy,66,66,Hamilton Academical FC
137658,R. Kazior,Germany,66,66,Werder Bremen II
215994,A. Cherevko,Russia,66,66,FC SKA-Energiya Khabarovsk
159930,L. Carteldo,Chile,66,66,Audax Italiano
173498,L. James,Wales,66,66,Exeter City
183994,Ricardo Santos,Brazil,66,66,Cerezo Osaka
178363,J. Placide,Haiti,66,66,Oldham Athletic
184763,Y. Thuram,France,66,68,Le Havre AC
204220,C. Edwards,England,66,72,Östersunds FK
206524,J. Willis,England,66,75,Coventry City
207804,A. Bell,England,66,75,Fleetwood Town
215228,C. Lema,Argentina,66,69,Belgrano de Córdoba
224956,D. Crowley,England,66,75,Willem II
232380,Y. Mutō,Japan,66,66,Urawa Red Diamonds
186300,O. Vera,Mexico,66,66,Tiburones Rojos de Veracruz
211901,L. Hufnagel,Georgia,66,72,1. FC Nürnberg
177341,M. Zappino,Brazil,66,66,Frosinone
191165,R. Lentini,Argentina,66,66,Bahía Blanca
210366,N. Lomb,Germany,66,71,Bayer 04 Leverkusen
188094,J. McLaughlin,Scotland,66,67,Heart of Midlothian
142271,S. Ernemann,Denmark,66,66,Viking FK
221631,M. Lundemo,Norway,66,74,Rosenborg BK
231103,B. Konaté,France,66,73,AJ Auxerre
166847,C. McCann,Republic of Ireland,66,66,Atlanta United FC
234943,F. Neuhaus,Germany,66,78,Fortuna Düsseldorf
235199,R. Norodien,South Africa,66,72,Orlando Pirates
236991,A. Crognale,United States,66,74,Columbus Crew SC
179903,O. Bozanic,Australia,66,66,Ventforet Kofu
183743,A. Blanco,Mexico,66,66,Pachuca
191679,Kwak Kwang Sun,Korea Republic,66,66,Suwon Samsung Bluewings
203456,M. Pfitzner,Germany,66,66,Werder Bremen II
210880,R. Fiamozzi,Italy,66,72,Bari
219584,L. Lezzerini,Italy,66,76,Avellino
221120,R. Vloet,Netherlands,66,71,NAC Breda
223424,I. Depe,Turkey,66,69,Kardemir Karabükspor
231360,J. Elías,Argentina,66,74,Newell's Old Boys
239808,M. Sáček,Czech Republic,66,79,Sparta Praha
182464,Zhao Mingjian,China PR,66,66,
184768,A. Osman,Ghana,66,66,Partick Thistle F.C.
193728,D. Wotherspoon,Scotland,66,66,St. Johnstone FC
206529,F. Boli,Ivory Coast,66,71,Stabæk Fotball
210881,J. McGinn,Scotland,66,73,Hibernian
212161,B. Traoré,France,66,70,Le Havre AC
148673,T. Høgli,Norway,66,66,FC København
200130,R. Mulumba,DR Congo,66,73,GFC Ajaccio
206530,M. Høibråten,Norway,66,75,Strømsgodset IF
235714,M. Domínguez,Mexico,66,75,Monterrey
51394,K. Nolan,England,66,66,Notts County
186562,J. Magennis,Northern Ireland,66,67,Charlton Athletic
200387,W. Owusu,Ghana,66,66,Royal Antwerp FC
202179,Z. Ismail,England,66,72,Walsall
211395,A. Al Salem,Saudi Arabia,66,72,Al Fayha
232643,L. Guwara,Germany,66,74,1. FC Kaiserslautern
237763,M. Musaka,Japan,66,66,Shimizu S-Pulse
212420,M. Sarr,France,66,72,Charlton Athletic
232900,C. Monschein,Austria,66,70,FK Austria Wien
146373,A. Harris,St Kitts Nevis,66,66,FC Dallas
213957,L. Crecco,Italy,66,76,Lazio
166853,D. Charles,England,66,66,AFC Wimbledon
202182,R. Riski,Finland,66,66,Odds BK
239814,D. Batubinsika,France,66,74,Royal Antwerp FC
215239,J. Mansilla,Argentina,66,66,Club Atlético Tigre
222151,B. Parlak,Turkey,66,67,Alanyaspor
229831,O. Rodríguez,Mexico,66,77,Club León
186823,Pedrinho,Portugal,66,66,CD Aves
198600,J. Enríquez,Mexico,66,69,Santos Laguna
202952,Park Jin Po,Korea Republic,66,66,Jeju United FC
158664,E. Alushi,Kosovo,66,66,1. FC Nürnberg
159944,P. Lezceno,Chile,66,66,Deportes Iquique
184520,R. Feczesin,Hungary,66,66,Jeonnam Dragons
190152,César Ortiz,Spain,66,67,SV Mattersburg
228809,A. Doffo,Argentina,66,75,Vélez Sarsfield
235977,M. Stevanović,Serbia,66,77,Kayserispor
239049,O. Azubuike,Nigeria,66,76,Evkur Yeni Malatyaspor
184009,Leandrinho,Brazil,66,66,Medicana Sivasspor
190665,J. Obika,England,66,67,Oxford United
228810,J. Amoah,Ghana,66,76,Vitória Guimarães
137163,B. Carroll,United States,66,66,Philadelphia Union
137419,A. Russo,Italy,66,66,Frosinone
160203,A. Busteño,Chile,66,66,CD Huachipato
232907,H. Otani,Japan,66,66,Kashiwa Reysol
192971,R. Şimşek,Turkey,66,68,Medicana Sivasspor
198604,J. Nilsen,Norway,66,69,Odds BK
201932,Kim Dong Woo,Korea Republic,66,66,Daegu FC
214988,L. Miranda,Argentina,66,74,Defensa y Justicia
216012,A. Imperiale,Argentina,66,66,San Jose Earthquakes
231628,Rafa Mir,Spain,66,75,Valencia CF
232908,A. Barada,Japan,66,69,Omiya Ardija
181452,O. Sissoko,Mali,66,67,Le Havre AC
210381,C. Lykogiannis,Greece,66,72,SK Sturm Graz
216269,S. Hertner,Germany,66,69,FC Erzgebirge Aue
226509,A. Þrándarson,Iceland,66,72,Aalesunds FK
198094,C. Warner,United States,66,66,Minnesota Thunder
204238,T. Guerbert,France,66,66,Clermont Foot 63
215758,J. McCarthy,England,66,78,Barnsley
166862,J. Wright,England,66,66,Sheffield United
160207,J. Adelalla,Chile,66,66,Curicó Unido
184527,M. Mustacchio,Italy,66,66,Perugia
207824,T. Vion,France,66,72,Chamois Niortais FC
229072,L. Sekulski,Poland,66,68,Jagiellonia Białystok
160209,J. Calesti,Chile,66,66,Audax Italiano
232657,M. Guevgeozián,Armenia,66,66,Newell's Old Boys
236241,G. Viscarra,Bolivia,66,71,
238801,J. Dem,Germany,66,69,Chemnitzer FC
240081,I. Lapshov,Russia,66,68,Lokomotiv Moscow
234706,B. Mason,England,66,80,Watford
238802,P. Türpitz,Germany,66,67,1. FC Magdeburg
180690,A. Ateef,Saudi Arabia,66,66,Al Shabab
193746,T. Çamdal,Turkey,66,67,Galatasaray SK
139475,G. Halford,England,66,66,Cardiff City
206035,Eddy,Azerbaijan,66,72,Gimnàstic de Tarragona
221907,B. Ould-Chikh,Morocco,66,73,FC Utrecht
227539,Pedro Monteiro,Portugal,66,73,Estoril Praia
168403,R. Schiavi,Italy,66,66,Salernitana
212948,F. Ondoa,Cameroon,66,78,Sevilla Atlético
232148,D. Sallói,Hungary,66,75,Sporting Kansas City
237780,K. Yamamura,Japan,66,67,Cerezo Osaka
239572,B. Jayiya,South Africa,66,66,Kaizer Chiefs
182228,J. Huyghebaert,Belgium,66,66,Royal Excel Mouscron
206549,E. Bush,United States,66,66,Montreal Impact
212949,N. De Schutter,Belgium,66,66,Waasland-Beveren
219861,C. Flórez,Colombia,66,76,Alianza Petrolera
223445,B. Youssouf,France,66,72,AJ Auxerre
224213,T. Ebuehi,Nigeria,66,72,ADO Den Haag
234453,C. Özdemir,Turkey,66,68,Medicana Sivasspor
200918,C. Knasmüllner,Austria,66,71,FC Admira Wacker Mödling
137686,A. Hadouir,Netherlands,66,66,Excelsior
210134,M. Al Fatil,Saudi Arabia,66,72,Al Ahli
236246,O. Ejaria,England,66,81,Liverpool
197079,J. Acquistapace,Germany,66,67,Sportfreunde Lotte
202199,G. Long,England,66,76,AFC Wimbledon
205015,J. Grimmer,Scotland,66,72,Coventry City
216535,J. Bandowski,Germany,66,73,VfL Bochum
216791,M. Pennington,England,66,76,Leeds United
51159,N. Ferreira,Portugal,66,66,FC Thun
198104,D. Stahl,Germany,66,66,SpVgg Unterhaching
199384,F. Koch,Austria,66,66,SK Sturm Graz
210392,R. McLaughlin,Northern Ireland,66,74,Oldham Athletic
215256,R. Saravia,Argentina,66,72,Racing Club de Avellaneda
216280,M. Goblet,Belgium,66,72,Waasland-Beveren
221144,Alain Oyarzun,Spain,66,72,Real Zaragoza
198873,D. Claasen,South Africa,66,66,
203225,J. Jeggo,Australia,66,70,SK Sturm Graz
214489,M. Restrepo,Colombia,66,66,La Equidad
158937,R. Gartler,Austria,66,66,LASK Linz
162265,R. Cierzniak,Poland,66,66,Legia Warszawa
235225,Pité,Portugal,66,73,Tondela
228058,L. Gugganig,Austria,66,74,SpVgg Greuther Fürth
197851,A. Hayashi,Japan,66,66,F.C. Tokyo
201179,A. Donnarumma,Italy,66,70,Milan
20699,K. Bakırcıoğlu,Sweden,66,66,Hammarby IF
234203,C. Eiting,Netherlands,66,77,Ajax
223452,M. Çelik,Turkey,66,66,Akhisar Belediyespor
234972,A. Gomis,Senegal,66,71,US Orléans Loiret Football
205533,A. Juel Andersen,Denmark,66,69,Aarhus GF
210653,L. Quintana,Mexico,66,68,U.N.A.M.
220637,Moi Delgado,Spain,66,73,FC Barcelona B
160221,A. Sebrino,Chile,66,66,CD Palestino
237533,Victor Massaia,Brazil,66,68,Grupo Desportivo de Chaves
190685,M. Dembélé,Mali,66,66,Le Havre AC
198622,H. Hansson,Faroe Islands,66,69,AC Horsens
200158,M. Appiah,Germany,66,66,VfL Osnabrück
202974,Sin Se Gye,Korea Republic,66,67,Sangju Sangmu FC
208862,J. Giraudon,France,66,72,ES Troyes AC
212958,K. Opare,United States,66,67,D.C. United
217054,H. Cummings,Panama,66,71,San Jose Earthquakes
234462,H. Yılmaz,Turkey,66,66,Alanyaspor
138719,C. O'Grady,England,66,66,Chesterfield
205535,T. Kløve,Denmark,66,67,SønderjyskE
220127,João Silva,Portugal,66,67,CD Feirense
226783,F. Alashe,United States,66,71,San Jose Earthquakes
230623,S. Bakış,Turkey,66,73,Bursaspor
234463,N. Solís,Argentina,66,75,Club Atlético Huracán
198624,J. Shaughnessy,Republic of Ireland,66,72,St. Johnstone FC
202208,D. Petratos,Australia,66,69,Newcastle Jets
207584,M. Boman,Sweden,66,66,IFK Göteborg
184288,D. Dervite,France,66,66,Bolton Wanderers
143073,I. Furios,Argentina,66,66,Club Atlético Patronato
214497,A. Ricaurte,Colombia,66,70,Atlético Huila
221665,R. Lindkvist,Sweden,66,67,AIK Solna
226273,S. Davis,United States,66,73,New York Red Bulls
229601,João Góis,Portugal,66,67,FC Paços de Ferreira
236001,Raí,Brazil,66,79,Real Zaragoza
192481,D. Rowe,England,66,69,Ipswich Town
194785,T. Flanagan,Northern Ireland,66,70,Burton Albion
199394,Diego Maurício,Brazil,66,67,Gangwon FC
199906,I. Kireev,Russia,66,69,FC Rostov
206562,L. Thompson,Wales,66,74,Norwich City
221666,L. Mulholland,England,66,66,Real Salt Lake
231394,Hildeberto Pereira,Portugal,66,78,Legia Warszawa
238562,P. Hoffmann,Germany,66,68,SC Preußen Münster
188386,E. Butin,France,66,66,Stade Brestois 29
203491,A. O'Brien,Republic of Ireland,66,73,Millwall
206563,J. Holt,Scotland,66,70,Rangers
208099,I. Runje,Croatia,66,68,Jagiellonia Białystok
210147,M. Al Harbi,Saudi Arabia,66,66,Al Ahli
224995,W. Pacheco,Colombia,66,74,La Equidad
159972,N. Birones,Chile,66,66,San Luis de Quillota
189412,L. Damour,France,66,70,Cardiff City
193252,T. Schrammel,Austria,66,66,SK Rapid Wien
199909,P. Pervan,Austria,66,68,LASK Linz
203749,S. Bradley,England,66,70,Plymouth Argyle
204773,M. Jeannin,Algeria,66,70,Clermont Foot 63
212709,T. Kemp,United States,66,67,D.C. United
220901,David Raya,Spain,66,76,Blackburn Rovers
164581,M. de Jong,Canada,66,66,Vancouver Whitecaps FC
181477,N. Boogaard,Australia,66,66,Newcastle Jets
206054,S. Gündüz,Germany,66,71,VfL Bochum
208614,A. Uryga,Poland,66,68,Wisła Płock
151270,J. Coppinger,England,66,66,Doncaster Rovers
231910,Kim Gun Hee,Korea Republic,66,72,Suwon Samsung Bluewings
236518,A. Nordin,France,66,78,AS Nancy Lorraine
202215,J. Willis,United States,66,68,Houston Dynamo
215527,F. Heerkens,Netherlands,66,66,Willem II
159975,I. Jarano,Chile,66,66,CD O'Higgins
228327,F. Azemi,Norway,66,71,Vålerenga Fotball
169447,M. McGlinchey,New Zealand,66,66,Wellington Phoenix
176103,Z. Ljubijankič,Slovenia,66,66,Urawa Red Diamonds
179687,J. Martínez,Mexico,66,66,Pachuca
205288,Fernando,Spain,66,70,UD Almería
202985,Kim Dae Ho,Korea Republic,66,66,Pohang Steelers
138729,K. Risgård,Denmark,66,66,Aalborg BK
219625,F. Cardozo,Argentina,66,72,Arsenal de Sarandí
223721,D. Londoño,Colombia,66,76,Envigado FC
241129,N. Trujic,Serbia,66,70,FC Tosno
199658,F. Cuvelier,Belgium,66,71,Walsall
202730,Gerson,Brazil,66,69,Gangwon FC
214762,N. Avellaneda,Argentina,66,74,Club Atlético Lanús
215786,Y. Boé-Kane,France,66,70,AC Ajaccio
234730,V. Rosier,France,66,72,Dijon FCO
235754,Borja Herrera,Spain,66,71,UD Las Palmas
223979,Paolo Fernandes,Spain,66,79,NAC Breda
232683,T. Nakamura,Japan,66,66,Júbilo Iwata
169451,M. Gardyne,Scotland,66,66,Ross County FC
193771,A. Wildig,England,66,70,Morecambe
214508,C. Pérez,Colombia,66,66,Águilas Doradas
229868,D. Mignanelli,Italy,66,70,Ascoli
237548,O. Haddadi,Tunisia,66,71,Dijon FCO
179692,C. Davies,United States,66,66,Philadelphia Union
199917,J. Forster-Caskey,England,66,75,Charlton Athletic
226541,U. Zeybek,Turkey,66,75,Fenerbahçe SK
227565,Tropi,Spain,66,73,Lorca Deportiva CF
231405,E. Mbende,Germany,66,73,Chemnitzer FC
232429,K. Kawamata,Japan,66,67,Júbilo Iwata
111085,Abel Gómez,Spain,66,66,Lorca Deportiva CF
53741,L. Holmes,England,66,66,Exeter City
205038,F. Helstrup,Denmark,66,73,Arka Gdynia
214510,L. Mosquera,Colombia,66,66,Águilas Doradas
221934,S. Scougall,Scotland,66,72,St. Johnstone FC
169198,M. Jiménez,Mexico,66,66,Querétaro
235502,Luisinho,Brazil,66,67,Al Faisaly
239342,H. Koffi,Burkina Faso,66,77,LOSC Lille
199407,D. Post,Netherlands,66,66,VVV-Venlo
211439,T. Gabuza,South Africa,66,66,Orlando Pirates
215279,T. Albutat,Germany,66,73,MSV Duisburg
237551,T. Ephestion,France,66,75,RC Lens
211952,M. Thiel,Germany,66,72,1. FC Heidenheim
148720,H. Hauger,Norway,66,66,Strømsgodset IF
176368,Kim Chang Soo,Korea Republic,66,66,Ulsan Hyundai Horang-i
143601,M. Rosales,Argentina,66,66,Vancouver Whitecaps FC
217585,B. Kuipers,Netherlands,66,71,ADO Den Haag
221425,K. Nagasawa,Japan,66,67,Urawa Red Diamonds
226801,S. Abdul-Salaam,United States,66,69,Sporting Kansas City
169713,S. Cummings,Jamaica,66,66,Rotherham United
231410,Brahim Díaz,Spain,66,85,Manchester City
232946,K. Taketomi,Japan,66,67,Kashiwa Reysol
240114,Cleylton Santos,Brazil,66,70,CF Os Belenenses
191218,D. Jaković,Canada,66,66,
189171,A. Chicksen,England,66,69,Bradford City
194035,N. Miatke,Germany,66,67,FSV Zwickau
212980,B. Dabanli,Turkey,66,69,Rot-Weiß Erfurt
158196,M. Fortuné,France,66,66,Southend United
230132,D. Dražić,Serbia,66,76,RC Celta de Vigo
234740,M. El Hankouri,Morocco,66,78,Willem II
236532,R. Koch,Germany,66,76,SC Freiburg
178164,K. Madsen,Norway,66,66,Strømsgodset IF
181492,R. Cornthwaite,Australia,66,66,Western Sydney Wanderers
169461,M. O'Connor,Northern Ireland,66,66,Notts County
235253,P. Kammerbauer,Germany,66,78,1. FC Nürnberg
239861,A. Fadlalla,Qatar,66,72,KAS Eupen
214774,J. Valdez Chamorro,Argentina,66,73,Club Atlético Lanús
189942,A. Ligi,Italy,66,66,Carpi
190454,S. Ringstad,Norway,66,69,Strømsgodset IF
223479,S. Sukharev,Russia,66,66,FC Tosno
159991,J. Pardaneos,Chile,66,66,Club de Deportes Temuco
200952,M. Könnecke,Germany,66,66,FSV Zwickau
201208,D. Henry,Canada,66,72,West Ham United
220152,Y. Baraye,Senegal,66,68,Parma
229624,Sergi Guardiola,Spain,66,69,Córdoba CF
193272,S. Şahin-Radlinger,Austria,66,70,Hannover 96
139257,D. Lopar,Switzerland,66,66,FC St. Gallen
205049,N. Ansell,Australia,66,72,Tondela
221177,J. Bègue,France,66,72,Bourg en Bresse Péronnas 01
232697,L. Geminiani,Argentina,66,69,Club Atlético Patronato
235257,Pedro Pinto,Portugal,66,70,Vitória Setúbal
177657,A. Nordvik,Norway,66,66,Viking FK
7674,F. Coppola,Italy,66,66,Hellas Verona
208122,V. Agardius,Sweden,66,67,Kalmar FF
213242,A. Tamèze,France,66,76,OGC Nice
169210,G. Venegas,Mexico,66,66,Puebla
52474,B. Riise,Norway,66,66,Aalesunds FK
223227,K. Vermeulen,Netherlands,66,68,Excelsior
225019,R. Cisneros,Mexico,66,79,Santos Laguna
235515,Benito,Spain,66,78,UD Las Palmas
202748,Ko Moo Yeol,Korea Republic,66,66,Jeonbuk Hyundai Motors
212732,D. Remick,United States,66,68,Houston Dynamo
233980,Jallyson Neto,Brazil,66,66,Sport Club do Recife
188924,T. Socha,Poland,66,66,Arka Gdynia
200701,G. Beretta,Italy,66,70,Foggia
222461,Rochinha,Portugal,66,74,Boavista FC
209662,M. Rosheuvel,Netherlands,66,66,Roda JC Kerkrade
202495,S. Saad,Lebanon,66,69,Sporting Kansas City
176383,T. Danneberg,Germany,66,66,VfL Osnabrück
214016,H. Mojica,Colombia,65,69,Asociacion Deportivo Cali
163584,P. Robinson,England,65,65,AFC Wimbledon
232192,C. Martins Pereira,Luxembourg,65,77,Olympique Lyonnais
234496,O. Bogle,England,65,72,Cardiff City
228353,G. Hendrickx,Belgium,65,71,Sporting Charleroi
232193,Ko Tae Won,Korea Republic,65,73,Jeonnam Dragons
235521,Carbonell,Spain,65,76,CF Reus Deportiu
235777,S. Konde,Guinea,65,72,Amkar Perm
188417,A. Fernández,Uruguay,65,65,San Martín de San Juan
196353,C. Hussey,England,65,65,Swindon Town
214274,J. Chunga,Colombia,65,69,CPD Junior Barranquilla
216834,M. Perez,France,65,66,Clermont Foot 63
233730,Y. Meité,Ivory Coast,65,77,FC Sochaux-Montbéliard
235266,C. Früchtl,Germany,65,86,FC Bayern Munich
240898,Francis,Spain,65,74,Real Betis Balompié
201219,D. Giorico,Italy,65,69,Carpi
207619,W. Creavalle,Guyana,65,67,Philadelphia Union
214019,D. Giraldo,Colombia,65,71,Asociacion Deportivo Cali
156675,A. Considine,Scotland,65,65,Aberdeen
232963,T. Kanamori,Japan,65,73,Kashima Antlers
234755,E. Chirambadare,Zimbabwe,65,68,Kaizer Chiefs
239875,Bebeto,Brazil,65,65,CS Marítimo
191235,C. Menz,Germany,65,65,Rot-Weiß Erfurt
200196,O. Gaona Lugo,Paraguay,65,65,Bahía Blanca
205572,H. Zeinstra,Netherlands,65,67,Heracles Almelo
212228,I. Toney,England,65,77,Wigan Athletic
221700,No Dong Geon,Korea Republic,65,70,Pohang Steelers
180740,N. Topor-Stanley,Australia,65,65,Newcastle Jets
229381,P. Rojas,Colombia,65,67,Jaguares Fútbol Club
199686,G. Saunders,England,65,65,Envigado FC
200710,Palatsí,Spain,65,67,C.D. Leonesa S.A.D.
206086,H. Toffolo,England,65,75,Doncaster Rovers
214534,A. Tapia,Colombia,65,65,Corporación Club Deportivo Tuluá
225542,C. Colkett,England,65,75,Vitesse
232454,Y. Hiraoka,Japan,65,65,Vegalta Sendai
233478,M. Zajc,Slovenia,65,74,Empoli
234502,K. Enghardt,Denmark,65,70,Randers FC
177414,T. Pope,England,65,65,Port Vale
218887,O. Custodio,Switzerland,65,75,FC Luzern
222215,P. Strand,Norway,65,73,Molde FK
232712,B. Cascini,Argentina,65,77,Estudiantes de La Plata
205321,J. Naismith,Scotland,65,73,Ross County FC
211721,M. Pazurek,Germany,65,66,SC Fortuna Köln
221705,K. Dempsey,England,65,76,Fleetwood Town
156681,L. Nilsson,Sweden,65,65,IF Elfsborg
194569,C. Sloth,Denmark,65,69,Silkeborg IF
221706,Diney,Cape Verde,65,76,CS Marítimo
221962,Suh Myeong Won,Korea Republic,65,75,Ulsan Hyundai Horang-i
233994,Kainho Selva,Brazil,65,65,Vitória 
189962,W. Moke,Congo,65,65,Atiker Konyaspor
138251,R. Foster,Scotland,65,65,St. Johnstone FC
223499,M. Asenjo,Argentina,65,72,Banfield
52491,E. Bugge Pettersen,Norway,65,65,Strømsgodset IF
211212,A. Oueslati,Tunisia,65,68,Al Fateh
214028,C. Amaya,Colombia,65,67,Asociacion Deportivo Cali
223756,M. Schulz,Germany,65,77,FC Luzern
219661,P. Jaroszyński,Poland,65,72,Chievo Verona
239117,A. Baluta,Romania,65,71,
231950,V. Jugović,Croatia,65,65,Jeonnam Dragons
238862,Lucas Possignolo,Brazil,65,72,Portimonense SC
239118,B. Tiru,Romania,65,72,
240654,Carles Pérez,Spain,65,78,FC Barcelona B
239119,L. Leahy,England,65,70,Walsall
177679,D. Vrzogic,Germany,65,65,SV Meppen
198160,S. Francis,Jamaica,65,65,Montreal Impact
205072,D. Pedersen,Denmark,65,70,Aarhus GF
205584,M. Ihiekwe,England,65,74,Rotherham United
221456,R. Burke,England,65,78,Bolton Wanderers
226576,A. Rodríguez,Colombia,65,72,Atletico Nacional Medellin
212753,S. Mauk,Australia,65,73,Melbourne City
220433,Óscar Whalley,Spain,65,70,Real Sporting de Gijón
